"qseqid","qlen","sseqid","slen","qstart","qend","sstart","send","evalue","bitscore","score","length","pident","nident","mismatch","positive","gapopen","gaps","ppos","sstrand"
"LY658671.1",1639,"KOMPb.chr7",65631000,4,1639,11102648,11104283,0,2241,1213,1636,91.381,1495,141,1495,0,0,91.38,"plus"
"AB292682.1",1635,"KOMPb.chr7",65631000,1,1635,10460749,10459115,0,2964,1605,1635,99.388,1625,10,1625,0,0,99.39,"minus"
"AB292682.1",1635,"KOMPb.chr7",65631000,1,1635,11048644,11050281,0,2141,1159,1638,90.293,1479,156,1479,2,3,90.29,"plus"
"AB292682.1",1635,"KOMPb.chr7",65631000,1,1635,11133030,11134667,0,2135,1156,1638,90.232,1478,157,1478,2,3,90.23,"plus"
"AB292682.1",1635,"KOMPb.chr7",65631000,1,1635,11165626,11167263,0,2124,1150,1638,90.11,1476,159,1476,2,3,90.11,"plus"
"AB292682.1",1635,"KOMPb.chr7",65631000,1,1635,11224672,11226309,0,2124,1150,1638,90.11,1476,159,1476,2,3,90.11,"plus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,11133030,11134667,0,3009,1629,1638,99.817,1635,3,1635,0,0,99.82,"plus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,11165626,11167263,0,2987,1617,1638,99.573,1631,7,1631,0,0,99.57,"plus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,11224672,11226309,0,2987,1617,1638,99.573,1631,7,1631,0,0,99.57,"plus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,11048644,11050281,0,2981,1614,1638,99.512,1630,8,1630,0,0,99.51,"plus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,11102649,11104286,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,28908563,28906926,0,2311,1251,1638,92.125,1509,129,1509,0,0,92.12,"minus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,29238162,29236525,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,29383659,29382022,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,29085507,29083870,0,2294,1242,1638,91.941,1506,132,1506,0,0,91.94,"minus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,29160099,29158462,0,2294,1242,1638,91.941,1506,132,1506,0,0,91.94,"minus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,28970406,28968769,0,2289,1239,1638,91.88,1505,133,1505,0,0,91.88,"minus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,29407660,29406023,0,2289,1239,1638,91.88,1505,133,1505,0,0,91.88,"minus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,29459400,29457765,0,2287,1238,1638,91.88,1505,131,1505,2,2,91.88,"minus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,29324711,29323074,0,2283,1236,1638,91.819,1504,134,1504,0,0,91.82,"minus"
"AB292683.1",1638,"KOMPb.chr7",65631000,9,1638,10053660,10052031,0,2241,1213,1630,91.472,1491,139,1491,0,0,91.47,"minus"
"AB292683.1",1638,"KOMPb.chr7",65631000,1,1638,10460749,10459115,0,2135,1156,1638,90.232,1478,157,1478,2,3,90.23,"minus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,11102649,11104286,0,3014,1632,1638,99.878,1636,2,1636,0,0,99.88,"plus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,11133030,11134667,0,2964,1605,1638,99.328,1627,11,1627,0,0,99.33,"plus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,11165626,11167263,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"plus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,11224672,11226309,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"plus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,11048644,11050281,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"plus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,28908563,28906926,0,2266,1227,1638,91.636,1501,137,1501,0,0,91.64,"minus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,29238162,29236525,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,29383659,29382022,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,29407660,29406023,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,29085507,29083870,0,2250,1218,1638,91.453,1498,140,1498,0,0,91.45,"minus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,29160099,29158462,0,2250,1218,1638,91.453,1498,140,1498,0,0,91.45,"minus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,28970406,28968769,0,2244,1215,1638,91.392,1497,141,1497,0,0,91.39,"minus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,29459400,29457765,0,2242,1214,1638,91.392,1497,139,1497,2,2,91.39,"minus"
"AB292684.1",1638,"KOMPb.chr7",65631000,1,1638,29324711,29323074,0,2239,1212,1638,91.331,1496,142,1496,0,0,91.33,"minus"
"AB292684.1",1638,"KOMPb.chr7",65631000,9,1638,10053660,10052031,0,2196,1189,1630,90.982,1483,147,1483,0,0,90.98,"minus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,29238162,29236528,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,29383659,29382025,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,29407660,29406026,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,28908563,28906929,0,2643,1431,1635,95.841,1567,68,1567,0,0,95.84,"minus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,29085507,29083873,0,2643,1431,1635,95.841,1567,68,1567,0,0,95.84,"minus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,29160099,29158465,0,2643,1431,1635,95.841,1567,68,1567,0,0,95.84,"minus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,29324711,29323077,0,2643,1431,1635,95.841,1567,68,1567,0,0,95.84,"minus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,28970406,28968772,0,2638,1428,1635,95.78,1566,69,1566,0,0,95.78,"minus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,29459400,29457768,0,2636,1427,1635,95.78,1566,67,1566,2,2,95.78,"minus"
"AB212829.1",1635,"KOMPb.chr7",65631000,9,1635,10053660,10052034,0,2368,1282,1628,92.936,1513,113,1513,2,2,92.94,"minus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,11133030,11134664,0,2322,1257,1635,92.294,1509,126,1509,0,0,92.29,"plus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,11048644,11050278,0,2316,1254,1635,92.232,1508,127,1508,0,0,92.23,"plus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,11165626,11167260,0,2305,1248,1635,92.11,1506,129,1506,0,0,92.11,"plus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,11224672,11226306,0,2305,1248,1635,92.11,1506,129,1506,0,0,92.11,"plus"
"AB212829.1",1635,"KOMPb.chr7",65631000,1,1635,11102649,11104283,0,2272,1230,1635,91.743,1500,135,1500,0,0,91.74,"plus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,29238162,29236528,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,29383659,29382025,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,28908563,28906929,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,29085507,29083873,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,29160099,29158465,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,29324711,29323077,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,28970406,28968772,0,2987,1617,1635,99.633,1629,6,1629,0,0,99.63,"minus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,29407660,29406026,0,2987,1617,1635,99.633,1629,6,1629,0,0,99.63,"minus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,29459400,29457768,0,2985,1616,1635,99.633,1629,4,1629,2,2,99.63,"minus"
"AB212830.1",1635,"KOMPb.chr7",65631000,9,1635,10053660,10052034,0,2401,1300,1628,93.305,1519,107,1519,2,2,93.3,"minus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,11133030,11134664,0,2278,1233,1635,91.804,1501,134,1501,0,0,91.8,"plus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,11048644,11050278,0,2272,1230,1635,91.743,1500,135,1500,0,0,91.74,"plus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,11165626,11167260,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"plus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,11224672,11226306,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"plus"
"AB212830.1",1635,"KOMPb.chr7",65631000,1,1635,11102649,11104283,0,2228,1206,1635,91.254,1492,143,1492,0,0,91.25,"plus"
"LY658671.1",1639,"MBFBa.chr7",65041395,4,1639,28697806,36345224,0,3016,1633,1636,99.939,1635,1,1635,0,0,99.94,"plus"
"LY658671.1",1639,"MBFBa.chr7",65041395,4,1639,28897557,36145473,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"plus"
"LY658671.1",1639,"MBFBa.chr7",65041395,4,1639,28785686,36257344,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"plus"
"LY658671.1",1639,"MBFBa.chr7",65041395,4,1639,28833534,36209497,0,3000,1624,1637,99.756,1633,3,1633,1,1,99.76,"plus"
"LY658671.1",1639,"MBFBa.chr7",65041395,4,1639,29017525,36025505,0,2988,1618,1636,99.633,1630,6,1630,0,0,99.63,"plus"
"LY658671.1",1639,"MBFBa.chr7",65041395,4,1639,29074101,35968929,0,2983,1615,1636,99.572,1629,7,1629,0,0,99.57,"plus"
"LY658671.1",1639,"MBFBa.chr7",65041395,4,1639,11845233,53194527,0,2651,1435,1636,95.905,1569,67,1569,0,0,95.9,"minus"
"LY658671.1",1639,"MBFBa.chr7",65041395,13,1639,11275165,53767847,0,2320,1256,1628,92.506,1506,111,1506,4,11,92.51,"plus"
"LY658671.1",1639,"MBFBa.chr7",65041395,4,1639,12589551,52450209,0,2257,1222,1636,91.565,1498,138,1498,0,0,91.56,"minus"
"LY658671.1",1639,"MBFBa.chr7",65041395,29,1639,12625955,52413830,0,2233,1209,1611,91.682,1477,134,1477,0,0,91.68,"minus"
"LY658671.1",1639,"MBFBa.chr7",65041395,4,1639,12537014,52502746,0,2230,1207,1636,91.259,1493,143,1493,0,0,91.26,"minus"
"LY658671.1",1639,"MBFBa.chr7",65041395,5,1634,12828717,52214304,0,2193,1187,1631,90.987,1484,142,1484,5,5,90.99,"plus"
"LY658671.1",1639,"MBFBa.chr7",65041395,4,1639,12677380,52362383,0,2193,1187,1637,90.898,1488,144,1488,3,5,90.9,"minus"
"AB292682.1",1635,"MBFBa.chr7",65041395,1,1635,11540086,53502942,0,2547,1379,1639,94.814,1554,76,1554,4,9,94.81,"plus"
"AB292682.1",1635,"MBFBa.chr7",65041395,1,1635,11633292,53409734,0,2451,1327,1638,93.773,1536,93,1536,4,9,93.77,"plus"
"AB292683.1",1638,"MBFBa.chr7",65041395,1,1638,12589552,52450206,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"minus"
"AB292683.1",1638,"MBFBa.chr7",65041395,1,1638,12625937,52413827,0,2926,1584,1638,98.962,1621,11,1621,1,6,98.96,"minus"
"AB292683.1",1638,"MBFBa.chr7",65041395,1,1638,12537015,52502743,0,2920,1581,1638,98.84,1619,19,1619,0,0,98.84,"minus"
"AB292683.1",1638,"MBFBa.chr7",65041395,1,1638,12677381,52362380,0,2889,1564,1638,98.535,1614,21,1614,1,3,98.53,"minus"
"AB292683.1",1638,"MBFBa.chr7",65041395,1,1638,11845234,53194524,0,2350,1272,1638,92.552,1516,122,1516,0,0,92.55,"minus"
"AB292683.1",1638,"MBFBa.chr7",65041395,1,1638,28697805,36345227,0,2305,1248,1638,92.063,1508,130,1508,0,0,92.06,"plus"
"AB292683.1",1638,"MBFBa.chr7",65041395,1,1638,28897556,36145476,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"plus"
"AB292683.1",1638,"MBFBa.chr7",65041395,1,1638,28785685,36257347,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"plus"
"AB292683.1",1638,"MBFBa.chr7",65041395,1,1638,28833533,36209500,0,2289,1239,1639,91.885,1506,132,1506,1,1,91.89,"plus"
"AB292683.1",1638,"MBFBa.chr7",65041395,1,1638,29017524,36025508,0,2278,1233,1638,91.758,1503,135,1503,0,0,91.76,"plus"
"AB292683.1",1638,"MBFBa.chr7",65041395,1,1638,29074100,35968932,0,2272,1230,1638,91.697,1502,136,1502,0,0,91.7,"plus"
"AB292683.1",1638,"MBFBa.chr7",65041395,9,1638,11275165,53767850,0,2148,1163,1630,90.552,1476,145,1476,2,9,90.55,"plus"
"AB292684.1",1638,"MBFBa.chr7",65041395,1,1638,12589552,52450206,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"minus"
"AB292684.1",1638,"MBFBa.chr7",65041395,1,1638,12625937,52413827,0,2892,1566,1638,98.596,1615,17,1615,1,6,98.6,"minus"
"AB292684.1",1638,"MBFBa.chr7",65041395,1,1638,12537015,52502743,0,2887,1563,1638,98.474,1613,25,1613,0,0,98.47,"minus"
"AB292684.1",1638,"MBFBa.chr7",65041395,1,1638,12677381,52362380,0,2856,1546,1638,98.168,1608,27,1608,1,3,98.17,"minus"
"AB292684.1",1638,"MBFBa.chr7",65041395,1,1638,11845234,53194524,0,2305,1248,1638,92.063,1508,130,1508,0,0,92.06,"minus"
"AB292684.1",1638,"MBFBa.chr7",65041395,1,1638,28697805,36345227,0,2261,1224,1638,91.575,1500,138,1500,0,0,91.58,"plus"
"AB292684.1",1638,"MBFBa.chr7",65041395,1,1638,28897556,36145476,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"plus"
"AB292684.1",1638,"MBFBa.chr7",65041395,1,1638,28785685,36257347,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"plus"
"AB292684.1",1638,"MBFBa.chr7",65041395,1,1638,28833533,36209500,0,2244,1215,1639,91.397,1498,140,1498,1,1,91.4,"plus"
"AB292684.1",1638,"MBFBa.chr7",65041395,1,1638,29017524,36025508,0,2233,1209,1638,91.27,1495,143,1495,0,0,91.27,"plus"
"AB292684.1",1638,"MBFBa.chr7",65041395,1,1638,29074100,35968932,0,2228,1206,1638,91.209,1494,144,1494,0,0,91.21,"plus"
"AB292684.1",1638,"MBFBa.chr7",65041395,9,1638,11275165,53767850,0,2104,1139,1630,90.061,1468,153,1468,2,9,90.06,"plus"
"AB212829.1",1635,"MBFBa.chr7",65041395,1,1635,11845234,53194527,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212829.1",1635,"MBFBa.chr7",65041395,1,1635,28697805,36345224,0,2654,1437,1635,95.963,1569,66,1569,0,0,95.96,"plus"
"AB212829.1",1635,"MBFBa.chr7",65041395,1,1635,28897556,36145473,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"plus"
"AB212829.1",1635,"MBFBa.chr7",65041395,1,1635,28785685,36257344,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"plus"
"AB212829.1",1635,"MBFBa.chr7",65041395,1,1635,28833533,36209497,0,2638,1428,1636,95.782,1567,68,1567,1,1,95.78,"plus"
"AB212829.1",1635,"MBFBa.chr7",65041395,1,1635,29074100,35968929,0,2627,1422,1635,95.657,1564,71,1564,0,0,95.66,"plus"
"AB212829.1",1635,"MBFBa.chr7",65041395,1,1635,29017524,36025505,0,2627,1422,1635,95.657,1564,71,1564,0,0,95.66,"plus"
"AB212829.1",1635,"MBFBa.chr7",65041395,1,1635,12589552,52450209,0,2289,1239,1635,91.927,1503,132,1503,0,0,91.93,"minus"
"AB212829.1",1635,"MBFBa.chr7",65041395,25,1635,12625955,52413830,0,2278,1233,1611,92.179,1485,126,1485,0,0,92.18,"minus"
"AB212829.1",1635,"MBFBa.chr7",65041395,9,1622,11275165,53767834,0,2274,1231,1615,92.198,1489,115,1489,4,11,92.2,"plus"
"AB212829.1",1635,"MBFBa.chr7",65041395,1,1635,12537015,52502746,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"minus"
"AB212829.1",1635,"MBFBa.chr7",65041395,1,1627,12828717,52214301,0,2220,1202,1628,91.339,1487,136,1487,5,5,91.34,"plus"
"AB212829.1",1635,"MBFBa.chr7",65041395,1,1635,12677381,52362383,0,2213,1198,1635,91.131,1490,142,1490,1,3,91.13,"minus"
"AB212830.1",1635,"MBFBa.chr7",65041395,1,1635,28697805,36345224,0,3003,1626,1635,99.817,1632,3,1632,0,0,99.82,"plus"
"AB212830.1",1635,"MBFBa.chr7",65041395,1,1635,28897556,36145473,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"plus"
"AB212830.1",1635,"MBFBa.chr7",65041395,1,1635,28785685,36257344,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"plus"
"AB212830.1",1635,"MBFBa.chr7",65041395,1,1635,28833533,36209497,0,2987,1617,1636,99.633,1630,5,1630,1,1,99.63,"plus"
"AB212830.1",1635,"MBFBa.chr7",65041395,1,1635,29017524,36025505,0,2976,1611,1635,99.511,1627,8,1627,0,0,99.51,"plus"
"AB212830.1",1635,"MBFBa.chr7",65041395,1,1635,29074100,35968929,0,2970,1608,1635,99.45,1626,9,1626,0,0,99.45,"plus"
"AB212830.1",1635,"MBFBa.chr7",65041395,1,1635,11845234,53194527,0,2671,1446,1635,96.147,1572,63,1572,0,0,96.15,"minus"
"AB212830.1",1635,"MBFBa.chr7",65041395,9,1622,11275165,53767834,0,2313,1252,1615,92.632,1496,108,1496,4,11,92.63,"plus"
"AB212830.1",1635,"MBFBa.chr7",65041395,1,1635,12589552,52450209,0,2244,1215,1635,91.437,1495,140,1495,0,0,91.44,"minus"
"AB212830.1",1635,"MBFBa.chr7",65041395,25,1635,12625955,52413830,0,2233,1209,1611,91.682,1477,134,1477,0,0,91.68,"minus"
"AB212830.1",1635,"MBFBa.chr7",65041395,1,1635,12537015,52502746,0,2217,1200,1635,91.131,1490,145,1490,0,0,91.13,"minus"
"AB212830.1",1635,"MBFBa.chr7",65041395,1,1627,12828717,52214301,0,2193,1187,1628,91.032,1482,141,1482,5,5,91.03,"plus"
"AB212830.1",1635,"MBFBa.chr7",65041395,1,1635,12677381,52362383,0,2180,1180,1636,90.77,1485,146,1485,3,5,90.77,"minus"
"LY658671.1",1639,"MBFBb.chr7",64711326,4,1639,11600930,11602565,0,2645,1432,1636,95.844,1568,68,1568,0,0,95.84,"plus"
"LY658671.1",1639,"MBFBb.chr7",64711326,13,1639,11030859,11029242,0,2320,1256,1628,92.506,1506,111,1506,4,11,92.51,"minus"
"LY658671.1",1639,"MBFBb.chr7",64711326,4,1639,12355548,12357183,0,2257,1222,1636,91.565,1498,138,1498,0,0,91.56,"plus"
"LY658671.1",1639,"MBFBb.chr7",64711326,26,1639,12391949,12393562,0,2233,1209,1614,91.636,1479,135,1479,0,0,91.64,"plus"
"LY658671.1",1639,"MBFBb.chr7",64711326,4,1639,12303011,12304646,0,2230,1207,1636,91.259,1493,143,1493,0,0,91.26,"plus"
"LY658671.1",1639,"MBFBb.chr7",64711326,4,1639,12443377,12445009,0,2193,1187,1637,90.898,1488,144,1488,3,5,90.9,"plus"
"LY658671.1",1639,"MBFBb.chr7",64711326,5,1637,12594715,12593086,0,2193,1187,1634,90.942,1486,143,1486,5,5,90.94,"minus"
"AB292682.1",1635,"MBFBb.chr7",64711326,1,1635,11295780,11294147,0,2547,1379,1639,94.814,1554,76,1554,4,9,94.81,"minus"
"AB292682.1",1635,"MBFBb.chr7",64711326,1,1635,11388986,11387355,0,2446,1324,1638,93.712,1535,94,1535,4,9,93.71,"minus"
"AB292683.1",1638,"MBFBb.chr7",64711326,1,1638,12355549,12357186,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292683.1",1638,"MBFBb.chr7",64711326,1,1638,12391934,12393565,0,2926,1584,1638,98.962,1621,11,1621,1,6,98.96,"plus"
"AB292683.1",1638,"MBFBb.chr7",64711326,1,1638,12303012,12304649,0,2920,1581,1638,98.84,1619,19,1619,0,0,98.84,"plus"
"AB292683.1",1638,"MBFBb.chr7",64711326,1,1638,12443378,12445012,0,2889,1564,1638,98.535,1614,21,1614,1,3,98.53,"plus"
"AB292683.1",1638,"MBFBb.chr7",64711326,1,1638,11600931,11602568,0,2344,1269,1638,92.491,1515,123,1515,0,0,92.49,"plus"
"AB292683.1",1638,"MBFBb.chr7",64711326,9,1638,11030859,11029239,0,2148,1163,1630,90.552,1476,145,1476,2,9,90.55,"minus"
"AB292684.1",1638,"MBFBb.chr7",64711326,1,1638,12355549,12357186,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"plus"
"AB292684.1",1638,"MBFBb.chr7",64711326,1,1638,12391934,12393565,0,2892,1566,1638,98.596,1615,17,1615,1,6,98.6,"plus"
"AB292684.1",1638,"MBFBb.chr7",64711326,1,1638,12303012,12304649,0,2887,1563,1638,98.474,1613,25,1613,0,0,98.47,"plus"
"AB292684.1",1638,"MBFBb.chr7",64711326,1,1638,12443378,12445012,0,2856,1546,1638,98.168,1608,27,1608,1,3,98.17,"plus"
"AB292684.1",1638,"MBFBb.chr7",64711326,1,1638,11600931,11602568,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"plus"
"AB292684.1",1638,"MBFBb.chr7",64711326,9,1638,11030859,11029239,0,2104,1139,1630,90.061,1468,153,1468,2,9,90.06,"minus"
"AB212829.1",1635,"MBFBb.chr7",64711326,1,1635,11600931,11602565,0,2987,1617,1635,99.633,1629,6,1629,0,0,99.63,"plus"
"AB212829.1",1635,"MBFBb.chr7",64711326,1,1635,12355549,12357183,0,2289,1239,1635,91.927,1503,132,1503,0,0,91.93,"plus"
"AB212829.1",1635,"MBFBb.chr7",64711326,22,1635,12391949,12393562,0,2278,1233,1614,92.131,1487,127,1487,0,0,92.13,"plus"
"AB212829.1",1635,"MBFBb.chr7",64711326,9,1625,11030859,11029252,0,2274,1231,1618,92.151,1491,116,1491,4,11,92.15,"minus"
"AB212829.1",1635,"MBFBb.chr7",64711326,1,1635,12303012,12304646,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"plus"
"AB212829.1",1635,"MBFBb.chr7",64711326,1,1633,12594715,12593086,0,2220,1202,1634,91.248,1491,138,1491,5,5,91.25,"minus"
"AB212829.1",1635,"MBFBb.chr7",64711326,1,1635,12443378,12445009,0,2213,1198,1635,91.131,1490,142,1490,1,3,91.13,"plus"
"AB212830.1",1635,"MBFBb.chr7",64711326,1,1635,11600931,11602565,0,2665,1443,1635,96.086,1571,64,1571,0,0,96.09,"plus"
"AB212830.1",1635,"MBFBb.chr7",64711326,9,1625,11030859,11029252,0,2313,1252,1618,92.583,1498,109,1498,4,11,92.58,"minus"
"AB212830.1",1635,"MBFBb.chr7",64711326,1,1635,12355549,12357183,0,2244,1215,1635,91.437,1495,140,1495,0,0,91.44,"plus"
"AB212830.1",1635,"MBFBb.chr7",64711326,22,1635,12391949,12393562,0,2233,1209,1614,91.636,1479,135,1479,0,0,91.64,"plus"
"AB212830.1",1635,"MBFBb.chr7",64711326,1,1635,12303012,12304646,0,2217,1200,1635,91.131,1490,145,1490,0,0,91.13,"plus"
"AB212830.1",1635,"MBFBb.chr7",64711326,1,1633,12594715,12593086,0,2193,1187,1634,90.942,1486,143,1486,5,5,90.94,"minus"
"AB212830.1",1635,"MBFBb.chr7",64711326,1,1635,12443378,12445009,0,2180,1180,1636,90.77,1485,146,1485,3,5,90.77,"plus"
"LY658671.1",1639,"MBSVa.chr7",67878716,4,1639,30550401,37329950,0,3016,1633,1636,99.939,1635,1,1635,0,0,99.94,"plus"
"LY658671.1",1639,"MBSVa.chr7",67878716,4,1639,30750152,37130199,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"plus"
"LY658671.1",1639,"MBSVa.chr7",67878716,4,1639,30638281,37242070,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"plus"
"LY658671.1",1639,"MBSVa.chr7",67878716,4,1639,30686129,37194223,0,3000,1624,1637,99.756,1633,3,1633,1,1,99.76,"plus"
"LY658671.1",1639,"MBSVa.chr7",67878716,4,1639,30870120,37010231,0,2988,1618,1636,99.633,1630,6,1630,0,0,99.63,"plus"
"LY658671.1",1639,"MBSVa.chr7",67878716,4,1639,30926696,36953655,0,2983,1615,1636,99.572,1629,7,1629,0,0,99.57,"plus"
"LY658671.1",1639,"MBSVa.chr7",67878716,4,1639,12914357,54962724,0,2651,1435,1636,95.905,1569,67,1569,0,0,95.9,"minus"
"LY658671.1",1639,"MBSVa.chr7",67878716,13,1639,12344289,55536044,0,2320,1256,1628,92.506,1506,111,1506,4,11,92.51,"plus"
"LY658671.1",1639,"MBSVa.chr7",67878716,4,1639,13658673,54218408,0,2257,1222,1636,91.565,1498,138,1498,0,0,91.56,"minus"
"LY658671.1",1639,"MBSVa.chr7",67878716,29,1639,13695077,54182029,0,2233,1209,1611,91.682,1477,134,1477,0,0,91.68,"minus"
"LY658671.1",1639,"MBSVa.chr7",67878716,4,1639,13606138,54270943,0,2230,1207,1636,91.259,1493,143,1493,0,0,91.26,"minus"
"LY658671.1",1639,"MBSVa.chr7",67878716,5,1634,13897837,53982505,0,2193,1187,1631,90.987,1484,142,1484,5,5,90.99,"plus"
"LY658671.1",1639,"MBSVa.chr7",67878716,4,1639,13746500,54130584,0,2193,1187,1637,90.898,1488,144,1488,3,5,90.9,"minus"
"AB292682.1",1635,"MBSVa.chr7",67878716,1,1635,12609211,55271138,0,2547,1379,1639,94.814,1554,76,1554,4,9,94.81,"plus"
"AB292682.1",1635,"MBSVa.chr7",67878716,1,1635,12702416,55177931,0,2451,1327,1638,93.773,1536,93,1536,4,9,93.77,"plus"
"AB292683.1",1638,"MBSVa.chr7",67878716,1,1638,13658674,54218405,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"minus"
"AB292683.1",1638,"MBSVa.chr7",67878716,1,1638,13695059,54182026,0,2926,1584,1638,98.962,1621,11,1621,1,6,98.96,"minus"
"AB292683.1",1638,"MBSVa.chr7",67878716,1,1638,13606139,54270940,0,2920,1581,1638,98.84,1619,19,1619,0,0,98.84,"minus"
